subject,supergame,period,action,opponentAction
T1S1S06,44,10,C,C
T1S1S06,44,11,C,C
T1S1S06,44,12,C,C
T1S1S06,44,13,C,C
T1S1S06,44,14,C,C
T1S1S06,44,15,C,C
T1S1S06,44,16,C,C
T1S1S06,44,17,C,C
T1S1S06,44,18,C,C
T1S1S06,44,19,C,C
T1S1S06,44,20,C,C
T1S1S06,44,21,C,C
T1S1S06,44,22,C,C
T1S1S06,44,23,C,C
T1S1S06,44,24,C,C
T1S1S06,44,25,C,C
T1S1S06,44,26,C,C
T1S1S06,44,27,C,C
T1S1S06,44,28,C,C
T1S1S06,44,29,C,C
T1S1S06,44,30,C,C
T1S1S06,44,31,C,C
T1S1S06,44,32,C,C
T1S1S06,44,33,C,C
T1S1S06,44,34,C,C
T1S1S06,44,35,C,C
T1S1S06,44,36,C,C
T1S1S06,44,37,C,C
T1S1S06,44,38,C,C
T1S1S06,44,39,C,C
T1S1S06,44,40,C,C
T1S1S06,44,41,C,C
T1S1S06,44,42,C,C
T1S1S06,44,43,C,C
T1S1S06,44,44,C,C
T1S1S06,44,45,C,C
T1S1S06,44,46,C,C
T1S1S06,44,47,C,C
T1S1S06,44,48,C,C
T1S1S06,44,49,C,C
T1S1S06,44,50,C,C
T1S1S06,44,51,C,C
T1S1S06,44,52,C,C
T1S1S06,44,53,C,C
T1S1S06,44,54,C,C
T1S1S06,44,55,C,C
T1S1S06,44,56,C,C
T1S1S06,44,57,C,C
T1S1S06,45,1,C,C
T1S1S06,45,2,C,C
T1S1S06,45,3,C,C
T1S1S06,45,4,C,C
T1S1S06,45,5,C,C
T1S1S06,45,6,C,C
T1S1S06,45,7,C,C
T1S1S06,45,8,C,D
T1S1S06,45,9,D,C
T1S1S06,46,1,C,C
T1S1S06,46,2,C,C
T1S1S06,46,3,C,C
T1S1S06,46,4,C,C
T1S1S06,46,5,C,C
T1S1S06,46,6,C,C
T1S1S06,46,7,C,C
T1S1S06,46,8,C,C
T1S1S06,46,9,C,C
T1S1S06,46,10,C,C
T1S1S06,46,11,C,C
T1S1S06,46,12,C,C
T1S1S06,46,13,C,C
T1S1S06,46,14,C,C
T1S1S06,46,15,C,C
T1S1S06,46,16,C,C
T1S1S06,46,17,C,C
T1S1S06,46,18,C,C
T1S1S06,46,19,C,C
T1S1S06,46,20,C,C
T1S1S06,46,21,C,C
T1S1S06,46,22,C,C
T1S1S06,46,23,C,C
T1S1S06,46,24,C,C
T1S1S06,46,25,C,C
T1S1S06,46,26,C,C
T1S1S06,46,27,C,C
T1S1S06,46,28,C,C
T1S1S06,46,29,C,C
T1S1S06,46,30,C,C
T1S1S06,46,31,C,C
T1S1S06,46,32,C,C
T1S1S06,46,33,C,C
T1S1S06,46,34,C,C
T1S1S06,46,35,C,C
T1S1S06,46,36,C,C
T1S1S06,46,37,C,C
T1S1S06,46,38,C,C
T1S1S06,46,39,C,C
T1S1S06,46,40,C,C
T1S1S06,46,41,C,C
T1S1S06,46,42,C,C
T1S1S06,46,43,C,C
T1S1S06,46,44,C,C
T1S1S06,46,45,C,C
T1S1S06,46,46,C,C
T1S1S06,46,47,C,C
T1S1S06,46,48,C,C
T1S1S06,46,49,C,C
T1S1S06,46,50,C,C
T1S1S06,46,51,C,C
T1S1S06,46,52,C,C
T1S1S06,46,53,C,C
T1S1S06,46,54,C,C
T1S1S06,46,55,C,C
T1S1S06,47,1,C,C
T1S1S06,47,2,C,C
T1S1S06,47,3,C,C
T1S1S06,47,4,C,C
T1S1S06,47,5,C,C
T1S1S06,47,6,C,C
T1S1S06,47,7,C,C
T1S1S06,47,8,C,C
T1S1S06,47,9,C,C
T1S1S06,47,10,C,C
T1S1S06,47,11,C,C
T1S1S06,47,12,C,C
T1S1S06,47,13,C,C
T1S1S06,47,14,C,C
T1S1S06,47,15,C,C
T1S1S06,47,16,C,C
T1S1S06,47,17,C,C
T1S1S06,47,18,C,C
T1S1S06,47,19,C,C
T1S1S06,47,20,C,C
T1S1S06,47,21,C,C
T1S1S06,47,22,C,C
T1S1S06,47,23,C,C
T1S1S06,47,24,C,C
T1S1S06,47,25,C,C
T1S1S06,47,26,C,C
T1S1S06,47,27,C,C
T1S1S06,47,28,C,C
T1S1S06,47,29,C,C
T1S1S06,47,30,C,C
T1S1S06,47,31,C,C
T1S1S06,47,32,C,C
T1S1S06,47,33,C,C
T1S1S06,47,34,C,C
T1S1S06,47,35,C,C
T1S1S06,47,36,C,C
T1S1S06,47,37,C,C
T1S1S06,47,38,C,C
T1S1S06,47,39,C,C
T1S1S06,47,40,C,C
T1S1S06,47,41,C,C
T1S1S06,47,42,C,C
T1S1S06,47,43,C,C
T1S1S06,47,44,C,C
T1S1S06,47,45,C,C
T1S1S06,47,46,C,C
T1S1S06,48,1,C,C
T1S1S06,48,2,C,C
T1S1S06,48,3,C,C
T1S1S06,48,4,C,C
T1S1S06,48,5,C,C
T1S1S06,48,6,C,C
T1S1S06,48,7,C,C
T1S1S06,48,8,C,C
T1S1S06,48,9,C,C
T1S1S06,48,10,C,C
T1S1S06,49,1,C,C
T1S1S06,49,2,C,C
T1S1S06,49,3,C,C
T1S1S06,49,4,C,C
T1S1S06,49,5,C,C
T1S1S06,49,6,C,C
T1S1S06,49,7,C,C
T1S1S06,49,8,C,C
T1S1S06,49,9,C,C
T1S1S06,49,10,C,C
T1S1S06,49,11,C,C
T1S1S06,49,12,C,C
T1S1S06,49,13,C,C
T1S1S06,49,14,C,C
T1S1S06,49,15,C,C
T1S1S06,49,16,C,C
T1S1S06,49,17,C,C
T1S1S06,49,18,C,C
T1S1S06,49,19,C,C
T1S1S06,49,20,C,C
T1S1S06,49,21,C,C
T1S1S06,49,22,C,C
T1S1S06,49,23,C,C
T1S1S06,49,24,C,C
T1S1S06,49,25,C,C
T1S1S06,49,26,C,C
T1S1S06,49,27,C,C
T1S1S06,49,28,C,C
T1S1S06,49,29,C,C
T1S1S06,50,1,C,C
T1S1S06,50,2,C,C
T1S1S06,50,3,C,C
T1S1S06,50,4,C,C
T1S1S06,50,5,C,C
T1S1S06,50,6,C,C
T1S1S06,50,7,C,C
T1S1S06,50,8,C,D
T1S1S06,50,9,D,C
T1S1S06,50,10,C,C
T1S1S06,50,11,C,C
T1S1S06,50,12,C,C
T1S1S06,50,13,C,C
T1S1S06,50,14,C,C
T1S1S06,50,15,C,C
T1S1S07,1,1,D,D
T1S1S07,1,2,D,D
T1S1S07,1,3,D,D
T1S1S07,1,4,D,D
T1S1S07,1,5,D,D
T1S1S07,1,6,D,D
T1S1S07,1,7,D,D
T1S1S07,1,8,D,D
T1S1S07,1,9,D,D
T1S1S07,1,10,D,D
T1S1S07,1,11,D,D
T1S1S07,1,12,D,D
T1S1S07,1,13,D,D
T1S1S07,1,14,D,D
T1S1S07,1,15,D,D
T1S1S07,1,16,D,D
T1S1S07,1,17,D,D
T1S1S07,1,18,D,D
T1S1S07,1,19,C,D
T1S1S07,1,20,C,C
T1S1S07,1,21,C,C
T1S1S07,1,22,C,C
T1S1S07,1,23,C,C
T1S1S07,2,1,C,C
T1S1S07,2,2,C,C
T1S1S07,2,3,C,C
T1S1S07,2,4,C,C
T1S1S07,2,5,C,C
T1S1S07,2,6,C,C
T1S1S07,2,7,C,C
T1S1S07,2,8,C,C
T1S1S07,2,9,C,C
T1S1S07,2,10,C,C
T1S1S07,2,11,C,C
T1S1S07,2,12,C,C
T1S1S07,2,13,C,C
T1S1S07,2,14,C,C
T1S1S07,2,15,C,C
T1S1S07,2,16,C,C
T1S1S07,2,17,C,C
T1S1S07,2,18,C,C
T1S1S07,2,19,C,C
T1S1S07,2,20,C,C
T1S1S07,2,21,C,C
T1S1S07,2,22,C,C
T1S1S07,2,23,C,C
T1S1S07,2,24,C,D
T1S1S07,2,25,C,C
T1S1S07,2,26,C,C
T1S1S07,2,27,C,C
T1S1S07,2,28,C,C
T1S1S07,2,29,C,C
T1S1S07,2,30,C,C
T1S1S07,2,31,C,C
T1S1S07,3,1,C,C
T1S1S07,3,2,C,D
T1S1S07,3,3,C,C
T1S1S07,3,4,C,D
T1S1S07,3,5,C,C
T1S1S07,3,6,D,D
T1S1S07,3,7,D,D
T1S1S07,3,8,D,D
T1S1S07,3,9,C,D
T1S1S07,3,10,C,C
T1S1S07,3,11,C,C
T1S1S07,3,12,D,C
T1S1S07,3,13,C,C
T1S1S07,3,14,C,C
T1S1S07,3,15,C,C
T1S1S07,3,16,D,C
T1S1S07,3,17,C,D
T1S1S07,3,18,C,D
T1S1S07,3,19,C,D
T1S1S07,3,20,D,C
T1S1S07,4,1,C,C
T1S1S07,4,2,C,C
T1S1S07,4,3,C,C
T1S1S07,4,4,C,C
T1S1S07,4,5,C,C
T1S1S07,4,6,C,C
T1S1S07,4,7,C,C
T1S1S07,4,8,C,C
T1S1S07,4,9,C,C
T1S1S07,4,10,C,C
T1S1S07,4,11,D,C
T1S1S07,4,12,C,C
T1S1S07,4,13,C,C
T1S1S07,4,14,C,D
T1S1S07,4,15,C,C
T1S1S07,4,16,C,C
T1S1S07,4,17,C,C
T1S1S07,4,18,C,C
T1S1S07,4,19,C,C
T1S1S07,4,20,C,C
T1S1S07,4,21,C,C
T1S1S07,4,22,C,C
T1S1S07,4,23,C,C
T1S1S07,4,24,C,C
T1S1S07,4,25,C,C
T1S1S07,4,26,D,C
T1S1S07,5,1,C,D
T1S1S07,5,2,C,D
T1S1S07,5,3,D,D
T1S1S07,5,4,D,C
T1S1S07,5,5,D,D
T1S1S07,5,6,D,C
T1S1S07,5,7,D,D
T1S1S07,5,8,C,D
T1S1S07,5,9,C,D
T1S1S07,5,10,D,D
T1S1S07,6,1,C,C
T1S1S07,7,1,C,D
T1S1S07,7,2,C,D
T1S1S07,7,3,C,D
T1S1S07,7,4,D,D
T1S1S07,7,5,D,D
T1S1S07,7,6,D,D
T1S1S07,7,7,D,D
T1S1S07,7,8,D,D
T1S1S07,7,9,D,D
T1S1S07,7,10,D,D
T1S1S07,7,11,D,D
T1S1S07,7,12,D,D
T1S1S07,7,13,D,D
T1S1S07,7,14,D,D
T1S1S07,8,1,C,C
T1S1S07,8,2,C,C
T1S1S07,8,3,C,C
T1S1S07,8,4,C,C
T1S1S07,8,5,C,C
T1S1S07,9,1,C,D
T1S1S07,9,2,C,D
T1S1S07,9,3,D,C
T1S1S07,9,4,D,D
T1S1S07,9,5,D,D
T1S1S07,9,6,D,D
T1S1S07,9,7,D,D
T1S1S07,9,8,D,D
T1S1S07,9,9,D,C
T1S1S07,9,10,D,C
T1S1S07,9,11,C,D
T1S1S07,9,12,C,D
T1S1S07,9,13,C,D
T1S1S07,9,14,D,C
T1S1S07,9,15,D,C
T1S1S07,9,16,D,D
T1S1S07,9,17,C,D
T1S1S07,9,18,D,C
T1S1S07,9,19,C,D
T1S1S07,9,20,D,D
T1S1S07,9,21,D,D
T1S1S07,9,22,D,D
T1S1S07,9,23,D,D
T1S1S07,9,24,D,D
T1S1S07,9,25,D,D
T1S1S07,9,26,D,C
T1S1S07,9,27,D,D
T1S1S07,9,28,C,D
T1S1S07,9,29,D,C
T1S1S07,9,30,C,D
T1S1S07,9,31,C,D
T1S1S07,9,32,D,D
T1S1S07,9,33,D,C
T1S1S07,9,34,D,D
T1S1S07,9,35,C,D
T1S1S07,9,36,C,D
T1S1S07,9,37,D,C
T1S1S07,9,38,D,D
T1S1S07,9,39,D,D
T1S1S07,9,40,D,C
T1S1S07,9,41,D,D
T1S1S07,9,42,D,D
T1S1S07,9,43,D,D
T1S1S07,9,44,D,D
T1S1S07,9,45,D,D
T1S1S07,9,46,D,D
T1S1S07,9,47,D,D
T1S1S07,9,48,D,D
T1S1S07,9,49,D,D
T1S1S07,9,50,D,C
T1S1S07,9,51,D,C
T1S1S07,9,52,D,D
T1S1S07,9,53,C,D
T1S1S07,9,54,C,D
T1S1S07,9,55,C,D
T1S1S07,9,56,D,C
T1S1S07,9,57,C,C
T1S1S07,9,58,C,C
T1S1S07,9,59,C,C
T1S1S07,9,60,C,C
T1S1S07,9,61,C,C
T1S1S07,9,62,C,C
T1S1S07,9,63,C,C
T1S1S07,9,64,C,C
T1S1S07,9,65,C,D
T1S1S07,9,66,C,C
T1S1S07,9,67,C,C
T1S1S07,9,68,C,C
T1S1S07,9,69,C,C
T1S1S07,9,70,C,C
T1S1S07,9,71,C,C
T1S1S07,9,72,C,C
T1S1S07,9,73,C,D
T1S1S07,9,74,C,C
T1S1S07,9,75,D,D
T1S1S07,9,76,C,D
T1S1S07,9,77,C,D
T1S1S07,9,78,D,C
T1S1S07,9,79,D,C
T1S1S07,9,80,D,D
T1S1S07,9,81,C,C
T1S1S07,9,82,C,C
T1S1S07,9,83,C,C
T1S1S07,9,84,C,C
T1S1S07,10,1,C,D
T1S1S07,10,2,C,C
T1S1S07,10,3,C,C
T1S1S07,10,4,C,C
T1S1S07,11,1,C,C
T1S1S07,11,2,C,C
T1S1S07,11,3,D,C
T1S1S07,11,4,C,D
T1S1S07,11,5,D,D
T1S1S07,11,6,D,D
T1S1S07,11,7,D,D
T1S1S07,11,8,D,D
T1S1S07,11,9,C,D
T1S1S07,11,10,D,C
T1S1S07,11,11,D,C
T1S1S07,11,12,C,D
T1S1S07,11,13,D,D
T1S1S07,11,14,D,D
T1S1S07,11,15,D,D
T1S1S07,11,16,D,D
T1S1S07,11,17,C,D
T1S1S07,11,18,C,C
T1S1S07,11,19,C,C
T1S1S07,11,20,D,C
T1S1S07,11,21,C,D
T1S1S07,11,22,C,C
T1S1S07,11,23,C,C
T1S1S07,11,24,D,C
T1S1S07,11,25,C,D
T1S1S07,11,26,C,C
T1S1S07,11,27,C,C
T1S1S07,11,28,D,C
T1S1S07,11,29,C,D
T1S1S07,11,30,C,C
T1S1S07,11,31,C,C
T1S1S07,11,32,D,C
T1S1S07,11,33,C,D
T1S1S07,11,34,C,C
T1S1S07,11,35,C,C
T1S1S07,11,36,D,D
T1S1S07,11,37,D,D
T1S1S07,11,38,D,D
T1S1S07,11,39,D,D
T1S1S07,11,40,C,D
T1S1S07,11,41,C,C
T1S1S07,11,42,C,C
T1S1S07,11,43,D,D
T1S1S07,11,44,D,D
T1S1S07,11,45,D,D
T1S1S07,11,46,D,D
T1S1S07,11,47,C,D
T1S1S07,11,48,C,C
T1S1S07,11,49,D,C
T1S1S07,11,50,D,D
T1S1S07,11,51,D,D
T1S1S07,11,52,D,D
T1S1S07,11,53,D,D
T1S1S07,11,54,C,D
T1S1S07,11,55,D,C
T1S1S07,11,56,D,D
T1S1S07,11,57,D,D
T1S1S07,11,58,D,D
T1S1S07,11,59,D,D
T1S1S07,11,60,C,D
T1S1S07,11,61,D,D
T1S1S07,11,62,D,D
T1S1S07,11,63,D,D
T1S1S07,11,64,D,D
T1S1S07,11,65,C,D
T1S1S07,11,66,D,D
T1S1S07,11,67,D,D
T1S1S07,11,68,D,D
T1S1S07,11,69,D,D
T1S1S07,11,70,C,C
T1S1S07,11,71,C,C
T1S1S07,11,72,C,C
T1S1S07,11,73,D,D
T1S1S07,11,74,D,D
T1S1S07,11,75,D,D
T1S1S07,11,76,D,D
T1S1S07,11,77,D,C
T1S1S07,11,78,C,D
T1S1S07,11,79,C,C
T1S1S07,11,80,C,C
T1S1S07,11,81,C,C
T1S1S07,11,82,D,D
T1S1S07,11,83,D,D
T1S1S07,11,84,D,D
T1S1S07,11,85,D,D
T1S1S07,11,86,D,C
T1S1S07,11,87,C,D
T1S1S07,11,88,C,C
T1S1S07,11,89,C,C
T1S1S07,11,90,C,C
T1S1S07,11,91,D,D
T1S1S07,11,92,D,D
T1S1S07,11,93,D,D
T1S1S07,11,94,D,D
T1S1S07,11,95,D,C
T1S1S07,11,96,C,D
T1S1S07,11,97,C,C
T1S1S07,11,98,C,C
T1S1S07,11,99,D,C
T1S1S07,12,1,C,D
T1S1S07,12,2,D,D
T1S1S07,12,3,D,D
T1S1S07,12,4,D,D
T1S1S07,12,5,D,D
T1S1S07,12,6,D,D
T1S1S07,12,7,D,D
T1S1S07,12,8,D,D
T1S1S07,12,9,D,D
T1S1S07,12,10,D,D
T1S1S07,12,11,D,D
T1S1S07,12,12,C,D
T1S1S07,12,13,D,D
T1S1S07,12,14,D,D
T1S1S07,12,15,D,D
T1S1S07,12,16,D,D
T1S1S07,12,17,D,D
T1S1S07,12,18,C,D
T1S1S07,12,19,D,D
T1S1S07,12,20,D,D
T1S1S07,12,21,D,D
T1S1S07,12,22,D,D
T1S1S07,12,23,D,D
T1S1S07,12,24,C,D
T1S1S07,12,25,D,D
T1S1S07,12,26,D,D
T1S1S07,13,1,C,C
T1S1S07,13,2,C,C
T1S1S07,13,3,D,C
T1S1S07,13,4,D,C
T1S1S07,13,5,C,C
T1S1S07,13,6,C,C
T1S1S07,13,7,D,C
T1S1S07,13,8,D,C
T1S1S07,13,9,C,C
T1S1S07,13,10,C,C
T1S1S07,13,11,D,C
T1S1S07,13,12,D,C
T1S1S07,13,13,C,C
T1S1S07,13,14,C,C
T1S1S07,13,15,D,C
T1S1S07,14,1,C,C
T1S1S07,14,2,C,C
T1S1S07,14,3,D,C
T1S1S07,14,4,D,D
T1S1S07,14,5,D,D
T1S1S07,14,6,D,D
T1S1S07,14,7,D,D
T1S1S07,15,1,C,C
T1S1S07,15,2,C,D
T1S1S07,15,3,D,D
T1S1S07,15,4,D,D
T1S1S07,15,5,D,D
T1S1S07,15,6,D,D
T1S1S07,15,7,D,D
T1S1S07,15,8,D,D
T1S1S07,15,9,D,D
T1S1S07,15,10,D,D
T1S1S07,15,11,D,D
T1S1S07,15,12,D,D
T1S1S07,15,13,C,D
T1S1S07,15,14,D,D
T1S1S07,15,15,D,D
T1S1S07,15,16,D,D
T1S1S07,15,17,D,C
T1S1S07,15,18,D,C
T1S1S07,15,19,C,C
T1S1S07,15,20,C,C
T1S1S07,15,21,D,C
T1S1S07,15,22,D,C
T1S1S07,15,23,C,D
T1S1S07,15,24,D,D
T1S1S07,15,25,D,D
T1S1S07,15,26,D,D
T1S1S07,15,27,D,D
T1S1S07,15,28,D,D
T1S1S07,15,29,D,D
T1S1S07,15,30,D,D
T1S1S07,15,31,D,D
T1S1S07,16,1,C,C
T1S1S07,16,2,C,C
T1S1S07,16,3,C,C
T1S1S07,16,4,D,C
T1S1S07,16,5,D,D
T1S1S07,16,6,D,D
T1S1S07,16,7,D,D
T1S1S07,16,8,D,D
T1S1S07,16,9,D,D
T1S1S07,16,10,D,D
T1S1S07,16,11,D,D
T1S1S07,16,12,D,D
T1S1S07,16,13,D,D
T1S1S07,17,1,C,D
T1S1S07,17,2,D,D
T1S1S07,17,3,D,D
T1S1S07,18,1,C,C
T1S1S07,18,2,C,C
T1S1S07,18,3,C,C
T1S1S07,18,4,D,C
T1S1S07,18,5,D,D
T1S1S07,18,6,D,C
T1S1S07,18,7,D,C
T1S1S07,18,8,C,C
T1S1S07,18,9,C,C
T1S1S07,18,10,C,C
T1S1S07,18,11,D,C
T1S1S07,18,12,D,D
T1S1S07,18,13,D,C
T1S1S07,18,14,D,C
T1S1S07,18,15,C,D
T1S1S07,18,16,D,D
T1S1S07,18,17,D,C
T1S1S07,18,18,D,C
T1S1S07,18,19,C,C
T1S1S07,18,20,C,C
T1S1S07,18,21,C,C
T1S1S07,18,22,D,C
T1S1S07,18,23,D,D
T1S1S07,18,24,D,C
T1S1S07,18,25,D,C
T1S1S07,19,1,C,D
T1S1S07,19,2,D,C
T1S1S07,19,3,D,D
T1S1S07,19,4,D,D
T1S1S07,19,5,D,D
T1S1S07,19,6,D,D
T1S1S07,19,7,D,D
T1S1S07,19,8,D,D
T1S1S07,19,9,D,D
T1S1S07,19,10,D,D
T1S1S07,19,11,D,D
T1S1S07,19,12,D,D
T1S1S07,19,13,D,D
T1S1S07,19,14,D,D
T1S1S07,19,15,D,D
T1S1S07,19,16,D,D
T1S1S07,19,17,D,D
T1S1S07,19,18,D,D
T1S1S07,20,1,C,C
T1S1S07,20,2,C,C
T1S1S07,21,1,C,C
T1S1S07,21,2,C,C
T1S1S07,21,3,C,C
T1S1S07,21,4,D,C
T1S1S07,21,5,D,D
T1S1S07,21,6,D,D
T1S1S07,21,7,D,D
T1S1S07,21,8,D,D
T1S1S07,21,9,D,D
T1S1S07,21,10,D,D
T1S1S07,21,11,D,D
T1S1S07,21,12,D,D
T1S1S07,21,13,D,D
T1S1S07,22,1,C,C
T1S1S07,22,2,C,C
T1S1S07,22,3,C,C
T1S1S07,22,4,D,C
T1S1S07,22,5,D,C
T1S1S07,22,6,C,D
T1S1S07,22,7,D,C
T1S1S07,22,8,D,C
T1S1S07,22,9,C,D
T1S1S07,22,10,D,C
T1S1S07,22,11,D,C
T1S1S07,22,12,C,D
T1S1S07,22,13,D,C
T1S1S07,22,14,D,C
T1S1S07,22,15,C,D
T1S1S07,23,1,C,C
T1S1S07,23,2,C,C
T1S1S07,23,3,C,C
T1S1S07,23,4,D,C
T1S1S07,23,5,D,C
T1S1S07,23,6,C,D
T1S1S07,23,7,D,C
T1S1S07,23,8,D,C
T1S1S07,23,9,C,D
T1S1S07,23,10,D,C
T1S1S07,23,11,D,C
T1S1S07,23,12,C,D
T1S1S07,23,13,D,C
T1S1S07,23,14,D,C
T1S1S07,23,15,C,D
T1S1S07,23,16,D,C
T1S1S07,23,17,D,C
T1S1S07,23,18,C,D
T1S1S07,23,19,D,C
T1S1S07,23,20,D,C
T1S1S07,23,21,C,D
T1S1S07,23,22,D,C
T1S1S07,23,23,D,C
T1S1S07,23,24,C,D
T1S1S07,23,25,D,C
T1S1S07,23,26,D,C
T1S1S07,23,27,C,D
T1S1S07,23,28,D,C
T1S1S07,23,29,D,C
T1S1S07,23,30,C,D
T1S1S07,23,31,D,C
T1S1S07,23,32,D,C
T1S1S07,23,33,C,D
T1S1S07,23,34,D,C
T1S1S07,23,35,D,C
T1S1S07,23,36,C,D
T1S1S07,23,37,D,C
T1S1S07,23,38,D,C
T1S1S07,23,39,C,D
T1S1S07,23,40,D,C
T1S1S07,23,41,D,C
T1S1S07,24,1,C,D
T1S1S07,24,2,D,D
T1S1S07,24,3,D,D
T1S1S07,24,4,D,D
T1S1S07,24,5,D,D
T1S1S07,24,6,D,D
T1S1S07,24,7,D,D
T1S1S07,24,8,D,D
T1S1S07,24,9,D,D
T1S1S07,24,10,D,D
T1S1S07,24,11,D,D
T1S1S07,24,12,D,D
T1S1S07,25,1,C,D
T1S1S07,25,2,D,D
T1S1S07,25,3,D,D
T1S1S07,25,4,D,D
T1S1S07,25,5,D,D
T1S1S07,25,6,D,D
T1S1S07,25,7,D,D
T1S1S07,25,8,D,D
T1S1S07,25,9,D,D
T1S1S07,25,10,D,D
T1S1S07,25,11,D,D
T1S1S07,25,12,D,D
T1S1S07,25,13,D,D
T1S1S07,26,1,C,C
T1S1S07,26,2,C,C
T1S1S07,26,3,C,C
T1S1S07,27,1,C,C
T1S1S07,28,1,C,C
T1S1S07,28,2,C,C
T1S1S07,28,3,C,C
T1S1S07,28,4,D,C
T1S1S07,28,5,D,D
T1S1S07,28,6,D,D
T1S1S07,28,7,D,D
T1S1S07,28,8,D,D
T1S1S07,28,9,D,D
T1S1S07,29,1,C,C
T1S1S07,29,2,C,C
T1S1S07,29,3,C,C
T1S1S07,29,4,D,C
T1S1S07,29,5,D,D
T1S1S07,29,6,D,D
T1S1S07,29,7,D,D
T1S1S07,29,8,D,D
T1S1S07,29,9,D,D
T1S1S07,29,10,D,D
T1S1S07,29,11,D,D
T1S1S07,29,12,D,D
T1S1S07,29,13,D,D
T1S1S07,29,14,D,D
T1S1S07,29,15,D,D
T1S1S07,29,16,D,D
T1S1S07,29,17,D,D
T1S1S07,29,18,D,D
T1S1S07,29,19,D,D
T1S1S07,29,20,D,D
T1S1S07,29,21,D,D
T1S1S07,29,22,D,D
T1S1S07,29,23,D,D
T1S1S07,29,24,D,D
T1S1S07,29,25,D,D
T1S1S07,29,26,D,D
T1S1S07,29,27,D,D
T1S1S07,29,28,D,D
T1S1S07,29,29,D,D
T1S1S07,29,30,D,D
T1S1S07,29,31,D,D
T1S1S07,29,32,D,D
T1S1S07,29,33,D,D
T1S1S07,29,34,D,D
T1S1S07,29,35,D,D
T1S1S07,29,36,D,D
T1S1S07,29,37,D,D
T1S1S07,29,38,D,D
T1S1S07,29,39,D,D
T1S1S07,29,40,D,D
T1S1S07,29,41,D,D
T1S1S07,29,42,D,D
T1S1S07,29,43,D,D
T1S1S07,29,44,D,D
T1S1S07,29,45,D,D
T1S1S07,29,46,D,D
T1S1S07,29,47,D,D
T1S1S07,29,48,D,D
T1S1S07,29,49,D,D
T1S1S07,29,50,D,D
T1S1S07,29,51,D,D
T1S1S07,29,52,D,D
T1S1S07,29,53,D,D
T1S1S07,29,54,D,D
T1S1S07,29,55,D,D
T1S1S07,29,56,D,D
T1S1S07,29,57,D,D
T1S1S07,29,58,D,D
T1S1S07,29,59,D,D
T1S1S07,29,60,D,D
T1S1S07,29,61,D,D
T1S1S07,29,62,D,D
T1S1S07,29,63,D,D
T1S1S07,29,64,D,D
T1S1S07,29,65,D,D
T1S1S07,29,66,D,D
T1S1S07,29,67,D,D
T1S1S07,29,68,D,D
T1S1S07,29,69,D,D
T1S1S07,30,1,C,C
T1S1S07,30,2,C,C
T1S1S07,30,3,C,C
T1S1S07,30,4,D,D
T1S1S07,30,5,D,D
T1S1S07,30,6,D,D
T1S1S07,30,7,D,D
T1S1S07,30,8,D,D
T1S1S07,30,9,D,D
T1S1S07,30,10,D,D
T1S1S07,30,11,D,D
T1S1S07,30,12,D,D
T1S1S07,30,13,D,D
T1S1S07,30,14,D,D
T1S1S07,30,15,D,D
T1S1S07,30,16,D,D
T1S1S07,30,17,D,D
T1S1S07,30,18,D,D
T1S1S07,30,19,D,D
T1S1S07,30,20,D,D
T1S1S07,30,21,D,D
T1S1S07,30,22,D,D
T1S1S07,30,23,D,D
T1S1S07,30,24,D,D
T1S1S07,30,25,D,D
T1S1S07,30,26,D,D
T1S1S07,30,27,D,D
T1S1S07,30,28,D,D
T1S1S07,30,29,D,D
T1S1S07,30,30,D,D
T1S1S07,30,31,D,D
T1S1S07,30,32,D,D
T1S1S07,30,33,D,D
T1S1S07,30,34,D,D
T1S1S07,30,35,D,D
T1S1S07,30,36,D,D
T1S1S07,30,37,D,D
T1S1S07,30,38,D,D
T1S1S07,30,39,D,D
T1S1S07,30,40,D,D
T1S1S07,30,41,D,D
T1S1S07,30,42,D,D
T1S1S07,30,43,D,D
T1S1S07,30,44,D,D
T1S1S07,30,45,D,D
T1S1S07,31,1,C,C
T1S1S07,31,2,C,C
T1S1S07,31,3,C,C
T1S1S07,31,4,D,C
T1S1S07,31,5,D,D
T1S1S07,31,6,D,D
T1S1S07,31,7,D,D
T1S1S07,31,8,D,D
T1S1S07,31,9,D,D
T1S1S07,31,10,D,D
T1S1S07,32,1,C,C
T1S1S07,32,2,C,C
T1S1S07,32,3,C,C
T1S1S07,32,4,D,C
T1S1S07,32,5,D,C
T1S1S07,32,6,C,D
T1S1S07,32,7,D,C
T1S1S07,32,8,D,C
T1S1S07,32,9,C,D
T1S1S07,32,10,D,C
T1S1S07,32,11,D,C
T1S1S07,32,12,C,D
T1S1S07,32,13,D,C
T1S1S07,32,14,D,C
T1S1S07,32,15,C,D
T1S1S07,32,16,D,C
T1S1S07,32,17,D,C
T1S1S07,32,18,C,D
T1S1S07,32,19,D,C
T1S1S07,33,1,C,C
T1S1S07,33,2,C,C
T1S1S07,33,3,C,C
T1S1S07,33,4,D,C
T1S1S07,33,5,D,D
T1S1S07,34,1,C,D
T1S1S07,34,2,D,D
T1S1S07,34,3,D,D
T1S1S07,34,4,D,D
T1S1S07,34,5,D,D
T1S1S07,34,6,D,D
T1S1S07,34,7,D,D
T1S1S07,34,8,D,D
